ID,Area,City,Restaurant,Demand,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,Delivery Status
8272,Alwarpet,Chennai,Ashvita Bistro,Low,500,4.1,20,"Continental,Asian",Alwarpet,69,Delayed
8275,Alwarpet,Chennai,Gogo Momo,Low,350,4.2,50,Chinese,Bava Road,65,Delayed
8323,Punjabi Bagh,Delhi,Blue Water Grille,Low,600,3.9,100,"North Indian,Chinese,Continental,Fast Food",Punjabi Bagh,68,Delayed
8469,Kasba,Kolkata,Sheerazi,Low,350,4.3,50,"North Indian,Chinese",Kasba,68,Delayed
8501,Alwarpet,Chennai,Dhabba Express,Low,500,4,100,"Punjabi,North Indian,Chinese",Cenotaph Road,62,Delayed
8587,Barabazar Market,Kolkata,Royal Indian Hotel,High,450,4.3,1000,"North Indian,Biryani,Mughlai",Rabindra Sarani,36,In Time
8687,Manicktala,Kolkata,Urbans Cafe,Low,350,4.2,20,"Chinese,Mexican,Continental",Near Balika Shiksha Sadan,46,Delayed
8688,Punjagutta,Hyderabad,Friends Shawarma,Low,200,4.3,100,Lebanese,Road No 3,61,Delayed
8698,Maniktala,Kolkata,New Paul Dhaba,High,400,3.9,1000,"North Indian,Chinese",Maniktala,42,In Time
8708,Esplanade,Kolkata,Lazzat,Low,300,4.1,100,Chinese,Pearl Road Lower Range Beck Bagan,50,Delayed
8751,Kankurgachi,Kolkata,Caafe 360 Degree- Kakurgachi,Low,500,3.9,100,"Italian,Chinese",C.I.T. Road,59,Delayed
8766,Ashok Nagar,Bangalore,Beijing Bites,High,450,4.2,500,Chinese,Richmond Road,33,In Time
8856,Thousand Lights,Chennai,Ox & Tomato,Low,500,4.4,50,"Italian,Pizzas,Pastas,Desserts,Continental,Salads",Opp To Ather Bike Showroom,55,Delayed
8894,Mylapore,Chennai,Fresh Baked Goodness,High,250,4.7,500,Bakery,Mylapore,63,Delayed
8912,Taltala,Kolkata,Subway,High,350,4.3,500,Fast Food  Healthy Food  Salads  Snacks  Desserts  Beverages,Park Street,49,Delayed
8952,Alwarpet,Chennai,Absolute Thai,Low,1400,4.4,100,"Thai,Pan-Asian",Teynampet,71,Delayed
9014,West Marredpally,Hyderabad,Triple A Bakery,Low,100,3.9,100,Italian  Bakery,West Marredpally Road,70,Delayed
9035,Powaiandheri East,Mumbai,Forks And Spoons (Gourmet Chinese & Thai),Low,200,4.1,100,"Chinese,Thai,Pan-Asian,Oriental,Beverages,Snacks,Seafood,Mughlai,Tibetan,Combo,European,Turkish,Asian,British,Salads,German",Andheri East,48,Delayed
9052,Santacruz East,Mumbai,Subway,High,350,4.4,500,"Fast Food,Salads,Snacks,Desserts,Beverages",Central Plaza Kalina,29,In Time
9058,Thousand Lights,Chennai,Sandy'S,High,700,4.3,500,"Desserts,Continental",Wallace Garden,54,Delayed
9098,Nungambakkam,Chennai,Mexicano Griller,Low,800,3.9,20,"Mexican,Continental",Nungambakkam,64,Delayed
9104,Vasanth Nagar,Bangalore,Rolls On Wheels,Low,300,4.3,100,Fast Food,Cunnigham Road,38,In Time
9113,Thousand Lights,Chennai,Tuscana Pizzeria,Low,1200,4.1,50,Italian,Nugambakkam,60,Delayed
9121,Thousand Lights,Chennai,Mamagoto,Low,900,4.3,100,"Chinese,Asian,Pan-Asian,Thai,Oriental",Nugambakkam,55,Delayed
9127,Nungambakkam,Chennai,Eatza Pizza,Low,600,4.1,20,"Italian,Pizzas",Nugambakkam,58,Delayed
9215,Bidhannagar,Kolkata,Veg Dhaba,Low,100,4,100,"North Indian,Indian,Combo,Chinese,Healthy Food",Salt Lake,58,Delayed
9235,Kasba,Kolkata,Glace Patisserie,Low,250,4.4,100,"Desserts,Bakery,Salads,Continental,Fast Food,Snacks,Pastas",Near Bondel Road Shitala Mandir,68,Delayed
9250,Gopalapuram,Chennai,Bayleaf Otg (On The Go),Low,250,4.4,100,"Bengali,North Indian,Biryani,Street Food",Gopalapuram,55,Delayed
9292,Murad Nagar,Hyderabad,Food Zone 2,High,300,4,500,"Mughlai,Chinese,Tandoor",Guddimmalkapur Road,46,Delayed
9304,Redhills,Hyderabad,Rayalaseema Ruchulu,High,450,4,500,"South Indian,Biryani,Rayalaseema",Lakdikapul,39,In Time
9317,Andheri East,Mumbai,Food Rush,High,550,4,500,"Mughlai,North Indian,Chinese",Andheri East,52,Delayed
9344,Vadapalani,Chennai,King Sandwich,Low,200,4.3,100,Fast Food,Kodambakkam,71,Delayed
9368,Alwarpet,Chennai,Sachin Ka Dhabba,Low,500,4.1,50,"Punjabi,North Indian,Chinese",Cenetoph Road,69,Delayed
9371,Mohammed Wadi,Pune,Big Daddy'S,High,250,4.1,1000,"Fast Food,American,Italian,Beverages",Nibm Road,70,Delayed
9390,Garfa,Kolkata,Maa Trinayani,Low,200,4.2,100,"Mughlai,Indian,Chinese,Biryani",Near Lakhan Kuthir,88,Delayed
9415,Ashok Nagar,Bangalore,Smoor,Low,300,4.3,100,"Desserts,Asian,Beverages,Bakery,Italian,Continental,Pizzas,Italian-American",1Mg Road,49,Delayed
9454,Kothrud,Pune,Cafe Eastwood,Low,700,4.4,50,"North Indian,Continental",Chintamani Pride Near Citypride,58,Delayed
9476,Kondhwa,Pune,Jazz Pizza,Low,300,3.9,20,"Italian,Pizzas,Fast Food",Nibm Road,72,Delayed
9502,T. Nagar,Chennai,10 Downing Street,Low,1000,4,20,"Indian,Continental,Tandoor",T- Nagar,77,Delayed
9577,Marol Sakinaka,Mumbai,The Bar Stock Exchange,Low,1300,2.9,80,"North Indian,Mexican,Continental,Italian",Andheri East,59,Delayed
9739,Pitampura,Delhi,Mikky Peshawari Chicken & Fish (Since 1998),Low,250,4,100,"North Indian,Mughlai,Tandoor,Kebabs,Indian,Beverages,Biryani,Punjabi,Seafood,Afghani,Thalis,Combo,Snacks,Barbecue,Home Food,Lucknowi",Nsp,53,Delayed
9755,Pitam Pura,Delhi,Shake Square,Low,250,3.9,50,"Ice Cream,Beverages,Fast Food,Italian,Desserts",Jd Block Ashiana Chowk,50,Delayed
9757,Pitam Pura,Delhi,Shut Up & Eat,Low,250,4.1,100,Indian,Nsp,27,In Time
9777,Near Rupbani Cinema,Kolkata,Koshe Kosha-Hatibagan,Low,500,4.4,100,Bengali,Near Rupbani Cinema,43,In Time
9781,Bhowanipore,Kolkata,Bikers Cafe,Low,1100,4.2,100,"Italian,Desserts,Continental",Near Forum Mall,65,Delayed
9782,Bidhannagar,Kolkata,Legacy Of China,Low,400,4.1,100,"North Indian,Chinese,Fast Food",Near Sdf Bus Stop,80,Delayed
9786,East Kolkata Township,Kolkata,Royal Jade,High,450,4.5,500,Chinese,Near Siemens,76,Delayed
9850,Thousand Lights,Chennai,The Marina,Low,1500,4.4,100,Seafood,Nugambakkam,49,Delayed
9862,Santacruz East,Mumbai,Pizza Hut,High,300,3.8,500,"Pizzas,Fast Food",Bkc,33,In Time
9883,Vadapalani,Chennai,Hotel Pandia'S,High,400,4.2,1000,"Chettinad,North Indian,Chinese,South Indian,Biryani",Vadapalani,77,Delayed
9911,Ashok Nagar,Bangalore,Fresh Pressery Cafe,Low,1000,4.2,100,"Italian,Salads,Healthy Food,French",Cbd,33,In Time
9923,Thousand Lights,Chennai,Bombay Brasserie,Low,900,4.3,100,Indian,Nugambakkam,48,Delayed
9932,Mylapore,Chennai,Kaidi Kitchen,Low,900,4.5,100,"North Indian,Chinese,Mexican,Italian,Thai,Lebanese",Bishop Wallers Avenue,63,Delayed
9979,South Kolkata,Kolkata,Chopstick - Ballygunge,Low,400,3.7,100,Chinese,South Kolkata,64,Delayed
9984,Lake Town,Kolkata,Chennai Xpress,High,300,4.1,500,"South Indian,North Indian,Chinese,Beverages",Near Hdfc Bank,74,Delayed
10062,Somajiguda,Hyderabad,Kritunga Restaurant,High,500,4,1000,"Biryani,Andhra,Rayalaseema,South Indian,North Indian,Chinese",Somajiguda,52,Delayed
10085,Murad Nagar,Hyderabad,Bakers Street,High,250,4.2,500,Bakery  Continental,Gudimalkatur Road,49,Delayed
10094,Pulikeshi Nagar,Bangalore,Delicacy,High,400,4.2,500,"Chinese,Thai",Cox Town,56,Delayed
10113,Anna Nagar,Chennai,Coco Jaunt 1728,Low,500,4.3,50,"Bakery,Cafe",4Th Main Road,68,Delayed
10178,Kilpauk,Chennai,Parfait Cakes N Bakes,Low,300,3.5,20,"Bakery,Desserts",Manikeshwari Road,49,Delayed
10186,Kilpauk,Chennai,Wangs Kitchen,Low,350,4.1,100,"Chinese,Fast Food,Asian",Kellys,46,Delayed
10208,Rohini,Delhi,Burger King,High,350,4.3,1000,"American,Fast Food",D Mall Twin District Center,35,In Time
10212,Ashok Nagar,Bangalore,Hotel Tom'S Restaurant,Low,400,4.4,100,"Mangalorean,Biryani,Seafood,Chinese,North Indian,Desserts,South Indian,Combo",Brigade Road,35,In Time
10238,Ashok Nagar,Bangalore,Smoke House Deli,High,800,4.5,500,"European,Italian,American,Pastas,Salads,Juices,Desserts,Combo",Lavelle Road,39,In Time
10275,Anna Nagar,Chennai,Kim Ling,High,800,4.4,500,Chinese,Teja Tower,64,Delayed
10285,Rohini,Delhi,Bombay Indianese Treat,Low,300,2.9,80,Chinese,Prashant Vihar,61,Delayed
10298,Sector 7 Rohini,Delhi,Chalte Firte Momos & Special Foods,Low,200,3.8,100,"Chinese,Fast Food,North Indian",Sector 7,36,In Time
10312,Sector 8 Rohini,Delhi,Patiala Shahi Chicken Corner,Low,400,4.1,100,"North Indian,Beverages",Sector 8,36,In Time
10323,Prashant Vihar Rohini,Delhi,Subway,High,350,4.1,500,"Fast Food,Salads,Snacks,Desserts,Beverages",Fun City Mall Prashant Vihar,53,Delayed
10327,Sector 14 Rohini,Delhi,Pooran'S Ambala Wale,Low,250,4,100,"North Indian,Chinese",Sector 14,48,Delayed
10336,Rohini,Delhi,Chit Chat,Low,300,4.3,20,"North Indian,Chinese",Dda Market Sector 13,50,Delayed
10362,Shyam Bazar,Kolkata,Aminia- Hatibagan,High,500,4.3,1000,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",Near Northland Nursing Home,50,Delayed
10367,Shyam Bazar,Kolkata,Pizza Hut,High,350,4.1,1000,Fast Food  Pizzas,Shyambazar (218),49,Delayed
10376,Jodhpur Park,Kolkata,Hanglaatherium,High,350,4.3,500,"Biryani,Indian",Near Sanhati Park,84,Delayed
10389,Prashant Vihar Rohini,Delhi,Bombay Bar-Be-Que,Low,400,4.2,100,Indian,Prashant Vihar,57,Delayed
10475,Kachiguda,Hyderabad,Urban Munchies,Low,150,2.9,80,"Ice Cream,Desserts",Adikmet Vidyanagar,42,In Time
10485,Visharant Wadi,Pune,Rk Pure Veg,High,300,3.8,500,"Mughlai,North Indian,Chinese",Tingre Nagar,62,Delayed
10502,Visharant Wadi,Pune,Afc American Fried Chicken,Low,300,4,100,Fast Food,Vishrantwadi Chowk,65,Delayed
10522,Park Street Area,Kolkata,Flurys Park Street,Low,1000,4.5,100,Continental,Park Street,45,Delayed
10525,Ballygunge,Kolkata,The Wall,Low,1300,4.1,100,"Chinese,Seafood,Thai,Japanese",Southern Avenue,75,Delayed
10537,Mylapore,Chennai,Grill Box,Low,600,4.3,100,"Tandoor,North Indian,Chinese,South Indian",Rk Salai,58,Delayed
10549,Bkc,Mumbai,Brijwasi Sweets Original Since 1946,Low,150,4.2,100,"Street Food,Desserts,Sweets",Bkc,43,In Time
10575,Langford Gardens,Bangalore,Pizza Hut,Low,600,3.8,100,"Pizzas,Fast Food",O'Shngness Road,36,In Time
10601,Ballygunge,Kolkata,6 Ballygunge Place Ballygunge,Low,1000,4.5,100,Bengali,Ballygunge,71,Delayed
10730,Banjara Hills,Hyderabad,Radisson Blu Plaza Delivery,Low,1200,3.7,20,"Chinese,Biryani,North Indian",Road No 6,82,Delayed
10731,Near 7 Point Crossing,Kolkata,Arsalan Park Circus,High,700,4.3,1000,Biryani  Mughlai  North Indian  Indian  Kebabs  Tandoor  Awadhi,Near 7 Point Crossing,51,Delayed
10750,Lakdikapul,Hyderabad,Shahji Ka Dhaba,Low,400,4.3,100,"North Indian,Chinese",Veer Nagar,44,In Time
10806,Andheri East,Mumbai,Gurukripa,Low,500,4.3,100,North Indian  Chinese  Seafood,Thunga Village,50,Delayed
10834,T. Nagar,Chennai,Basil With A Twist,Low,1500,4.1,50,"Continental,European,Salads,Italian",Habibullah Road,63,Delayed
10847,Gultekdi,Pune,Kaveri,Low,500,4.2,100,"Maharashtrian,Punjabi,Seafood",Market Yard,52,Delayed
10852,Hadapsar,Pune,Indian Tadka - Taste Punjab Da,High,300,3.9,500,"North Indian,Indian,Biryani,Chinese,Punjabi",S.No. 181,76,Delayed
10855,Ballygunge,Kolkata,Wise Owl Steak House,Low,1000,4,50,"Continental,European",Purna Das Road Hindustan Park,75,Delayed
10951,Mumbai,Mumbai,Hanuman Restaurant,Low,700,4.5,100,"Street Food,North Indian,Chinese,South Indian,Fast Food",Near Cinemax,45,Delayed
10972,Andheri East,Mumbai,Cocoon - Dragonfly Hotel,Low,400,4.4,20,North Indian  Chinese,Chakala,59,Delayed
11043,Alwarpet,Chennai,Truly Scrumptious,Low,350,4.5,50,"Ice Cream,Desserts,Bakery",Ra Puram,69,Delayed
11051,Kodambakkam,Chennai,Midnight Masala,Low,300,3.8,50,"North Indian,Chinese,Biryani",Arcot Road,73,Delayed
11092,Banjara Hills,Hyderabad,Karachi Bakery Banjara,High,200,4.1,1000,"Bakery,Pizzas,Snacks,Chinese,Italian,American,Sweets,Desserts,Beverages",Road No 1,56,Delayed
11162,Dilsukhnagar,Hyderabad,Desi Pizza,Low,200,3.9,20,Pizzas,P And T Colony Road,50,Delayed
11188,Bibwewadi,Pune,Khushboo,Low,500,4.3,50,"North Indian,Chinese,Fast Food",Kondhwa,56,Delayed
11316,Anna Nagar,Chennai,Mainland China,High,850,4.3,500,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts",5Th Avenue,72,Delayed
11322,Kodambakkam,Chennai,Kairali Kerala Mess,High,200,4.1,500,Kerala,Voc Main Road,77,Delayed
11510,Khar West,Mumbai,Cairo Grill,Low,400,3.8,20,Lebanese  Middle Eastern,3Rd Road,52,Delayed
11553,Habsiguda,Hyderabad,Suruchi - The Family Restaurant,High,500,4.2,500,"Biryani,North Indian,Chinese",Habsiguda Circle,58,Delayed
11615,Park Street Area,Kolkata,The 6 Russell Street,High,300,3.8,500,"Street Food,Chinese",Near Maidan Metro Station,54,Delayed
11723,Gandhi Nagar,Chennai,Swiss Hutte,Low,1200,2.9,80,"Mediterranean,Seafood,Thai",Greams Road,50,Delayed
11834,Punjabi Bagh,Delhi,Grillz N Gravy,Low,500,2.9,80,"Chinese,Mughlai,Indian",Club Road,69,Delayed
11858,Ballygunge,Kolkata,The Corner Courtyard,Low,1100,3.6,20,"Italian,Continental",Sarat Bose Road Near Hazra,73,Delayed
11929,Chembur,Mumbai,Blisss,Low,300,4.3,100,Desserts  Fast Food  Bakery,Central Avenue Road,43,In Time
11941,Chembur,Mumbai,The Golden Wok,Low,1200,4.2,50,"Chinese,Seafood",Sion Trombay Road,48,Delayed
11943,Chembur,Mumbai,Singh Saab,High,600,4.1,1000,"North Indian,Chinese,Biryani,Punjabi,Desserts,Pan-Asian,Tandoor,Combo,Beverages,Indian,Grill",Rc Marg,50,Delayed
12020,Sector 11 Rohini,Delhi,U.S. Burger Point,Low,200,3.7,50,Italian,Near Himalya Public School Sector 7,56,Delayed
12046,Himayatnagar,Hyderabad,Subway,High,350,4.3,500,"Fast Food,Salads,Snacks,Desserts,Beverages",Himayath Nagar Road,33,In Time
12054,Wanowrie,Pune,The Garage Grill,Low,400,4.3,100,"Mughlai,Street Food",Salunkhe Vihar Road,67,Delayed
12181,Kasba Peth,Pune,Coconut Grove,Low,1000,2.9,80,"Chettinad,North Indian,Mangalorean,Seafood",Ambedkar Bhavan Station Road,37,In Time
12401,Ashok Nagar,Bangalore,Portland Steak House,Low,1500,4.1,50,"American,European",Off Mg Road,45,Delayed
12434,Mumbai,Mumbai,J.J Jalebi,High,100,3.6,500,"Desserts,Sweets",Lbs Marg,25,In Time
12457,Park Street Area,Kolkata,Flavours Of China,Low,1000,4.5,100,"North Indian,Chinese",Park Street,67,Delayed
12458,Park Street Area,Kolkata,One Step Up,Low,800,4.6,100,Continental,Park Street,61,Delayed
12468,Mylapore,Chennai,The Brew Room,Low,700,4.7,50,Continental,Rk Salai,56,Delayed
12614,Royapettah,Chennai,Hotel Millath,Low,350,4.4,100,"Chinese,South Indian",West Cott Road,43,In Time
12624,Thousand Lights,Chennai,Amadora Gourmet Ice Creams,High,300,4.7,500,"Ice Cream,Desserts",Wallace Garden,36,In Time
12785,Sector 10 Rohini,Delhi,Pind Balluchi,Low,400,3.8,100,"Mughlai,North Indian",Metro Walk Mall,40,In Time
12952,Ballygunge,Kolkata,Zeeshan Park Circus,High,400,4.1,500,"Desserts,Mughlai,Indian,Tandoor",Near 7 Point Crossing,63,Delayed
12953,College Square,Kolkata,Food Station College Street,Low,500,4.5,50,Indian  Chinese  South Indian  Continental,Opp. Medical College Gate No. 1,39,In Time
13008,Anna Nagar,Chennai,Pantry D'Or,Low,850,4.2,100,"Italian,Continental",6Th Avenue Main Road,65,Delayed
13079,Shalimar Bagh,Delhi,Chawla'S (Shalimar Bagh),Low,400,4.2,50,"North Indian,Chinese",Bt Market Opp. Axis Bank,64,Delayed
13103,Sector 10 Rohini,Delhi,Berco'S,Low,600,4.1,100,"Chinese,Thai,Asian,Beverages,Desserts,Oriental,Seafood,Pan-Asian",Metro Walk Mall,39,In Time
13179,Kothapet,Hyderabad,Kritunga Restaurant,High,500,4,1000,"Biryani,Andhra,Rayalaseema,South Indian,North Indian,Chinese",Dilsukhnagar Main Road,49,Delayed
13219,Koramangala,Bangalore,Bistro Oui,Low,800,4.2,100,Continental,5Th Block,59,Delayed
13320,Nungambakkam,Chennai,Kumarakom,High,450,4.3,500,"North Indian,Chinese,Kerala",Parsn Complex,57,Delayed
13434,Masab Tank,Hyderabad,Cafe 555 & Aqeeq Restaurant,High,300,3.9,5000,"Biryani,North Indian,Chinese",Owaisi Pura,46,Delayed
13488,Alwarpet,Chennai,Frootster,Low,150,4.1,100,"Healthy Food,Fast Food,Beverages",Cp Ramasaway,63,Delayed
13500,Gopalapuram,Chennai,Mandarin Chinese Restaurant,High,350,4,500,Chinese,Gopalapuram,55,Delayed
13506,Thousand Lights,Chennai,Rangi'S,Low,500,4.3,100,Chinese,Nungumbakkam,53,Delayed
13552,Banjara Hills,Hyderabad,Shadab Go,High,500,4.1,1000,"North Indian,Biryani,Chinese",Road No 3,68,Delayed
13571,Ballygunge,Kolkata,Haji Saheb Park Circus,High,800,4.2,500,"Mughlai,North Indian,Chinese",Near Park Circus 7 Point Crossing,54,Delayed
13578,Bidhannagar,Kolkata,The Sonnet,Low,1200,2.9,80,"Indian,Chinese,Continental",Near Isl Hospital,67,Delayed
13713,Thousand Lights,Chennai,Little Italy,High,1200,4.3,500,"Pizzas,Salads,Combo,Italian,Mexican,Desserts,Beverages",Wallace Garden,48,Delayed
13806,Santacruz East,Mumbai,Mr. Chows,Low,800,4.4,100,"Chinese,Asian,Thai,Seafood",Bkc,41,In Time
13940,Himayatnagar,Hyderabad,Eagles Pizza,High,150,3.7,500,Pizzas,Himayathnagar Road,32,In Time
14002,Jayamahal,Bangalore,Five Star Chicken,Low,300,4.3,50,Biryani,Jayamahal Extension,46,Delayed
14017,Thousand Lights,Chennai,Haagen Dazs,Low,500,4.2,50,"Ice Cream,Desserts",Palavakkam,47,Delayed
14107,Alwarpet,Chennai,Cafe De Paris,Low,500,2.9,80,Continental,Alwarpet,69,Delayed
14108,Alwarpet,Chennai,Sushi In A Box,Low,1500,4.4,100,Japanese,Alwarpet,64,Delayed
14133,New Alipore,Kolkata,New Punjabi Hotel Ajanta,High,300,4.2,1000,"North Indian,Chinese",Opp Ajanta Cinema,86,Delayed
14160,Kondhwa,Pune,Shee Chinese,Low,400,4.3,100,"Chinese,Asian,Thai",Kubera Park Lullanagar,59,Delayed
14333,Andheri East,Mumbai,Cafe Coffee Day,Low,300,3.9,50,Beverages  Snacks  Desserts,Gokul Regency,61,Delayed
14725,Chetpet,Chennai,Le Wrap Factorie,Low,200,4.4,20,"Mexican,Continental",Chetpet,57,Delayed
14894,Madhura Nagar,Hyderabad,Rk Sweets And Juices,Low,200,4.2,50,Sweets  Desserts  Bakery  Beverages,Madhuranagar,63,Delayed
14920,Mylapore,Chennai,Pedreno'S,Low,1000,4.1,20,"Italian,Italian-American,American",Rk Salai,60,Delayed
14941,Aminjikarai,Chennai,Cafe Toastie Express,Low,250,4.2,20,Fast Food,Nelson Manickam Road,66,Delayed
15012,Lake Town,Kolkata,The Pind Punjabi Dhaba,High,500,4.3,500,"Punjabi,North Indian,Tandoor,Biryani,Combo",Near Reiance Fresh,75,Delayed
15071,Wanowrie,Pune,The Fat And The Sexy Chef,Low,500,3.9,20,"American,Mexican",Kedari Petrol Pump,78,Delayed
15083,Wadgaon Sheri,Pune,The Bohemian Kitchen,Low,300,4.5,100,"American,Italian,Fast Food",Opposite Water Tank Tempo Chowk Wadgaon Sheri,73,Delayed
15089,Anand Nagar,Pune,One Way Paratha,Low,250,4.3,100,"North Indian,Fast Food",Dahanukar Colony,73,Delayed
15092,Anand Nagar,Pune,Pizza & Soup,Low,500,2.9,80,"Italian,Pizzas,Fast Food",Anand Nagar,65,Delayed
15121,Kothrud,Pune,Sudit Su'S Chinese,Low,350,4,100,Chinese,Dahanukar Colony,59,Delayed
15234,Paschim Vihar,Delhi,Hong Kong Express,Low,450,4.3,100,"Chinese,Thai",Avtar Enclave Paschim Vihar,50,Delayed
15265,Beleghata,Kolkata,Bake O Cake,Low,400,4.2,100,"Bakery,Continental,Fast Food,Desserts",Subhash Sarovar Park,49,Delayed
15268,Bhowanipore,Kolkata,The Country House,Low,500,4.3,100,Continental  Italian  Fast Food  Beverages  Desserts,Near Forum Mall,57,Delayed
15287,Andheri East,Mumbai,Punjab Depot,High,249,3.9,1000,"North Indian,Tandoor,Mughlai,Biryani,Snacks,Desserts,Beverages,Combo",Marolsakinaka,48,Delayed
15367,Chembur,Mumbai,Art House - The Fern Residency,Low,800,2.9,80,Chinese  North Indian  Continental  Pan-Asian  Italian  American  Tandoor  Fast Food  Desserts,Chembur,48,Delayed
15372,Sion,Mumbai,Central Peninsula,Low,400,4.4,100,"North Indian,Chinese,South Indian",Sion Circle,47,Delayed
15409,Dum Dum,Kolkata,Noodle Oodle,Low,600,4.1,100,Chinese,Opposite Diamond Plaza Mall,83,Delayed
15420,Elgin,Kolkata,Handa'S Restaurant,Low,300,3,20,Indian  Chinese  Fast Food,Near Park Clinic,50,Delayed
15553,Poongavanapuram,Chennai,Anjappar,Low,600,4,50,"North Indian,Chinese,Chettinad,South Indian,Seafood",Egmore,34,In Time
15567,Egmore,Chennai,Ponnusamy Hotel,Low,600,4.2,100,"Biryani,South Indian,Tandoor",Ethiraj Salai,38,In Time
15617,Yerawada,Pune,Exotica,Low,1100,4.1,20,"North Indian,Chinese,Mediterranean,Continental",Yerawada,64,Delayed
15666,Rohini,Delhi,Behrouz Biryani,High,500,4.2,500,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Sector 8,38,In Time
15706,Park Street Area,Kolkata,Oasis,Low,900,4.3,20,"Indian,Chinese,Continental",Near Park Hotel,61,Delayed
15794,Sion,Mumbai,Hazara Restaurant & Bar,Low,600,4,20,Mughlai  North Indian  Chinese  Seafood,Koliwada,53,Delayed
15837,Bandra Area,Mumbai,Pizzaexpress,Low,1000,4.2,100,"Pizzas,Pastas,Italian,European,Salads,Continental,Desserts,Beverages",Bandra Area,43,In Time
15846,Rohini,Delhi,Faasos,Low,200,4.1,100,"Combo,Snacks,Beverages,Desserts,Indian",Sector 8,46,Delayed
15923,Choolaimedu,Chennai,Cafe Chef'S Paradise,Low,450,4.2,20,"Italian,Chinese,Continental,Indian",Choolaimedu,67,Delayed
15955,Sadashiv Peth,Pune,Hotel Malwani Solkadi,Low,500,2.9,80,Maharashtrian,Off Tilak Road,44,In Time
15963,T. Nagar,Chennai,New Andhra Meals Hotel,High,400,4.4,500,"Andhra,South Indian",T Nagar,69,Delayed
16022,New Nallakunta,Hyderabad,New Astoria Restaurant,Low,450,3.8,100,"Chinese,Biryani",Rtc Cross Road,34,In Time
16102,Taltala,Kolkata,Kasturi Restaurant,Low,500,4.1,100,Bengali,Near New Market,59,Delayed
16107,Ballygunge,Kolkata,Kasturi Restaurant,High,500,4.3,500,Bengali,Near Spencers Gariahat,72,Delayed
16118,Kondhwa,Pune,Cafe Zam Zam,High,250,4.1,1000,"Mughlai,North Indian,Chinese,Fast Food,Biryani",Kondhwa,64,Delayed
16119,Anand Nagar,Pune,One Way Paratha,Low,250,4.3,100,"North Indian,Fast Food",Opp Fire Brigade,73,Delayed
16141,T. Nagar,Chennai,Moonlight Takeaway & Delivery,High,250,4,1000,"Indian,Chinese,Tandoor",T. Nagar,66,Delayed
16275,Sangamvadi,Pune,Taste Of Hyderabad,Low,350,3.8,100,"Biryani,Hyderabadi,North Indian,Chinese,Beverages",Dp Road,37,In Time
16281,Shivajinagar,Pune,Fountain Family Rest O Bar,Low,500,4.4,20,"North Indian,Chinese",Off Jm Road,37,In Time
16296,Gopalapuram,Chennai,Sera - The Tapas Bar & Restaurant,Low,1000,4.1,20,"Chinese,Continental,Spanish",Gopalapuram,60,Delayed
16328,Shobhabazar,Kolkata,C/O. Bangali,Low,700,4.2,50,"Indian,Bengali,Continental",Near 4 Point Crossing,57,Delayed
16341,Tangra,Kolkata,Kim Ling,High,600,4.3,1000,"Chinese,Asian,Oriental,Pan-Asian,Thai,Seafood",China Town,63,Delayed
